artist,genre,Start,End,Location,Hotttnesss,Discovery,Familiarity
Black Nielson,alternative pop,"Southampton, England, GB",2000,2010,0.206869,0.351382,0.33635365964154285
Miss Universum,alternative pop,Sweden,9999,9999,0.29452,0.419497,0.4015554330006896
Jesse Jackson,alternative pop,"Greenville, SC, US",1990,1990,0.447406,0.419973,0.37664081964443175
Cantinero,alternative pop,"New York, NY, US",2000,2010,0.360755,0.389048,0.37240871352608546
GB3,alternative pop,"Melbourne, Victoria, AU",2003,9999,0.28928,0.34851,0.3336044928928462
Superjeg,alternative pop,none,2002,9999,0.24723,0.347823,0.33294687535929657
Zeynep Casalini,alternative pop,"Istanbul, Istanbul, TR",9999,9999,0.363691,0.456119,0.4366111379696196
Craig Wedren,alternative pop,"New York, NY, US",1986,9999,0.407096,0.450281,0.42686692214245076
Oh No Ono,alternative pop,"Aalborg, Nordjylland, DK",2003,2011,0.416373,0.488485,0.45724225720819583
Verka serduchka,alternative pop,"Poltava, Uk",1998,9999,0.389512,0.492341,0.47128395063371725
Captain Sensible,alternative pop,"balham, london",1976,9999,0.516569,0.540529,0.4393095728012447
Colette Carr,alternative pop,"Malibu, CA, US",2008,9999,0.443629,0.516431,0.46558099255486673
Ayşe Hatun Önal,alternative pop,"Adana, Adana, TR",2004,9999,0.326453,0.517337,0.49521089076269376
I Am Kloot,alternative pop,"Manchester, England, GB",1999,9999,0.577449,0.582377,0.43156263648935644
Fiona Apple,alternative pop,"Manhattan, New York, NY, US",1994,9999,0.728467,0.631262,0.3553130115848622
Richard Hawley,alternative pop,"Sheffield, England, GB",1989,9999,0.618459,0.623756,0.4323868218061729
Johan Borgert,alternative pop,Sweden,9999,9999,0.183674,0.414674,0.3969387090351729
Flowers for Breakfast,alternative pop,Belgium,9999,9999,0.226946,0.354247,0.33909612577490483
Brilliant Fanzine,alternative pop,Australia,9999,9999,0.23066,0.340942,0.3263601704854173
Drop the Fear,alternative pop,"Denver, CO, US",2003,9999,0.230457,0.322089,0.3083134989279044
Crakajak,alternative pop,"Victoria, AU",1996,9999,0.245929,0.266108,0.25472676363584845
Weevil,alternative pop,"London, England, GB",1999,2007,0.273154,0.364478,0.3488895537017555
Angela Desveaux,alternative pop,"Montreal, Quebec, CA",2005,9999,0.294566,0.307026,0.2938947319586784
Conic,alternative pop,"Munich,Germany",9999,9999,0.306279,0.239889,0.22962913028484688
Malevil,alternative pop,none,1996,9999,0.255395,0.251963,0.05665972961278874
Stephen Frost,alternative pop,"Richmond, VA, US",9999,9999,0.277243,0.263236,0.2519775968871518
The B-Side Project,alternative pop,none,1997,9999,0.222838,0.239988,0.08301385203386048
Judah Johnson,alternative pop,"Detroit, MI, US",1999,9999,0.287716,0.259728,0.2486196313737717
HNO,alternative pop,"Palmyra, NJ, US",9999,9999,0.190813,0.171394,0.16406360923610938
Justin Haywood,alternative pop,none,9999,9999,0.09094,0.166058,0.007761911728685034
濱田マリ,alternative pop,Japan,9999,9999,0.148297,0.14236,0.1362713712898499
The Childballads,alternative pop,"Washington, DC, US",2000,2010,0.273508,0.207477,0.06440433841098732
Serenading the Dead,alternative pop,"Los Angeles, CA",2006,9999,0.263192,0.255911,0.24496588155490853
Sunsoma,alternative pop,"Haslemere, England, GB",2000,2000,0.224426,0.259299,0.24820897937683892
Betty Goes Green,alternative pop,Belgium,1991,2000,0.259791,0.205254,0.19647544284017177
Yum,alternative pop,"Johnstown, PA, US",9999,9999,0.310362,0.411053,0.3934725764456776
Earl Slick,alternative pop,"New York, NY, US",1970,9999,0.399721,0.411675,0.39406797397969207
The Standard,alternative pop,"New York, NY, US",1990,2010,0.374745,0.37823,0.3620533911418933
Missent to Denmark,alternative pop,"Deggendorf, Bavaria, DE",9999,9999,0.334102,0.378985,0.36277610036726443
The Young Republic,alternative pop,"Sky Mountain, Bellevue, WA, US",2000,2000,0.346314,0.385827,0.36932547324142256
Guiro,alternative pop,"Aichi Prefecture, JP",9999,9999,0.273697,0.373143,0.3571839582551873
Lismore,alternative pop,"New York, NY, US",2005,2008,0.392434,0.371663,0.35576725672730747
aile,alternative pop,"Philadelphia, PA, US",9999,9999,0.411349,0.371664,0.350294705385165
Mandi Perkins,alternative pop,"Toronto, Ontario, CA",2003,9999,0.283254,0.380491,0.3642176898949584
The Grey Race,alternative pop,"New York, NY, US",2000,2010,0.301597,0.383038,0.36665575664597866
Naujieji lietuviai,alternative pop,"Kaunas,Lithuania",9999,9999,0.325364,0.382532,0.13907861313580985
Seven and the Sun,alternative pop,United States,2000,2010,0.279981,0.405053,0.3877291918731917
NY Loose,alternative pop,United States,1990,2000,0.279724,0.412681,0.39503094812634554
Ingvild Hasund,alternative pop,none,9999,9999,0.247986,0.3702,0.3543668281223829
Symposium,alternative pop,"Shepherds Bush, London, England, GB",1994,2000,0.374774,0.367975,0.3522369896767527
フランク永井,alternative pop,Japan,1932,2008,0.101158,0.359422,0.34404979496867405
Mimezine,alternative pop,Germany,9999,9999,0.202241,0.358915,0.3435644789722989
Roe-Deer,alternative pop,"Prague, Prague, CZ",2000,2010,0.301618,0.363714,0.3481582293995256
Terami Hirsch,alternative pop,"Los Angeles, CA, US",9999,9999,0.307468,0.360543,0.34512285065296683
The Schramms,alternative pop,"New York, NY, US",2000,2000,0.295373,0.356603,0.3413513614503677
Winterpark,alternative pop,"Melbourne, Victoria, AU",2006,9999,0.315897,0.439624,0.42082161654909367
Coparck,alternative pop,"Amsterdam, North Holland, NL",1999,2010,0.348736,0.470739,0.4506058517112437
Umakart,alternative pop,"Prague, Czech Republic",2004,9999,0.32321,0.438392,0.4196423082502099
Emmett Tinley,alternative pop,"Chicago, IL, US",2000,2010,0.322448,0.436057,0.41740717442075076
Cloudmachine,alternative pop,"Haarlem, North Holland, NL",2003,9999,0.364212,0.431013,0.4125789024568142
Superdiesel,alternative pop,Belgium,9999,9999,0.181607,0.427686,0.4093941957113708
Admiral James T.,alternative pop,none,9999,9999,0.302424,0.429088,0.41073623323980835
Trouble Books,alternative pop,"Akron, OH, US",2000,9999,0.350698,0.435947,0.41730187903692184
Sandy Leah,alternative pop,Campinas Brazil,1990,9999,0.357722,0.421492,0.29649174772518216
Vetroplach,alternative pop,"Bratislava, Bratislavsky, SK",2002,9999,0.321445,0.402819,0.38559073835070273
Cari Clara,alternative pop,"Cincinnati, OH, US",2002,9999,0.29777,0.402851,0.3856213697350894
Ghosty,alternative pop,"Lawrence, KS, US",1999,9999,0.339254,0.407822,0.390379763853394
Spank Happy,alternative pop,Japan,1990,2000,0.262107,0.412863,0.39520516412504425
ละอองฟอง,alternative pop,none,9999,9999,0.27236,0.407674,0.39023809370060597
The Red Thread,alternative pop,"San Francisco, CA, US",2000,2010,0.323146,0.39334,0.3765171479569371
Animal Logic,alternative pop,United States,1987,9999,0.321427,0.393618,0.3767832581087956
Биплан,alternative pop,none,9999,9999,0.197904,0.347313,0.04896011829553981
The Lovekevins,alternative pop,"Malmö, Skane, SE",2005,9999,0.288023,0.335013,0.3206847492970391
The Choice,alternative pop,"Milan, Lombardy, IT",1992,1998,0.317366,0.348458,0.33355471689321803
Beats for Beginners,alternative pop,"Great Britain, GB",2000,2010,0.288786,0.348206,0.3333134947411736
Boyd Tinsley,alternative pop,"Charlottesville, VA, US",1991,9999,0.339111,0.352244,0.3371787925584567
The Stratford 4,alternative pop,"San Francisco, CA, US",2000,2010,0.301817,0.349672,0.3347167950383843
Ashbury Faith,alternative pop,Belgium,1990,1997,0.232784,0.342492,0.32784387816664284
Jackalope,alternative pop,"Los Angeles, CA, US",1980,2010,0.338439,0.340023,0.32548047541506486
The Murmurs,alternative pop,"New York, NY, US",1991,1998,0.480468,0.480194,0.4111186056236882
Lavagance,alternative pop,"Bratislava, Bratislavsky, SK",2006,9999,0.364204,0.480189,0.45965168241290905
Goldspot,alternative pop,"Los Angeles, CA, US",2001,9999,0.408383,0.479657,0.45391617850570376
Elephant Parade,alternative pop,"New York, NY, US",2005,9999,0.381396,0.481715,0.4611124165558447
Ralfe Band,alternative pop,"Oxford, England, GB",2005,2010,0.339255,0.46628,0.44633755974312456
Kobiety,alternative pop,"Gdansk, Pomeranian, PL",1999,9999,0.436297,0.448223,0.40821085674851
Dryden Mitchell,alternative pop,"Moreno Valley, CA, US",1995,9999,0.259309,0.45758,0.43800965211301995
Matt White Band,alternative pop,"Austin, TX, US",9999,9999,0.329595,0.446763,0.4276552869595899
Gift of Gab,alternative pop,"Panorama City, California",1993,9999,0.545499,0.505551,0.39356887439934235
Diving With Andy,alternative pop,"Paris, Ile-de-France, FR",2006,9999,0.376934,0.496816,0.47556755829402964
Rainbirds,alternative pop,"Berlin, Berlin, DE",2013,9999,0.356367,0.489948,0.46899329742005746
Lauren Christy,alternative pop,"London, England",1990,2000,0.379263,0.49123,0.4702204672570453
Richard Davis,alternative pop,"Chicago, IL, US",2000,2010,0.408737,0.474296,0.44862569324399443
Frente!,alternative pop,Melbourne Australia,2010,9999,0.563282,0.501058,0.37960720482476656
Boat Club,alternative pop,"Chippenham, England, GB",9999,9999,0.36665,0.497873,0.4765793512095493
Charlie Straight,alternative pop,"Trinec, Czech Republic",2006,2013,0.38854,0.496828,0.47557904506317467
Lovebugs,alternative pop,Switzerland,1992,9999,0.413865,0.477064,0.448088681190963
Shady Bard,alternative pop,"Birmingham, England, GB",2000,2010,0.348141,0.476028,0.4556686452118901
Kelly Joyce,alternative pop,none,2000,2010,0.356833,0.468741,0.4486933046486059
Jack Peñate,alternative pop,"Blackheath, London, England, GB",2006,9999,0.503352,0.496806,0.4116197519632283
50 Foot Wave,alternative pop,"Los Angeles, CA",2003,9999,0.383847,0.482251,0.46162549224432003
Popsicle,alternative pop,"Piteå, Sweden",2005,2005,0.372572,0.485974,0.4651892623715476
Edward Sharpe & the Magnetic Zeros,alternative pop,"Los Angeles, CA",2007,9999,0.610955,0.737165,0.5174520107290187
Paloma Faith,alternative pop,"London, England, GB",2007,9999,0.602925,0.779882,0.5547381680269848
Clare Maguire,alternative pop,"Solihull, England",2008,9999,0.425186,0.572012,0.5289885078743057
Tiger Lou,alternative pop,"Nyköping, Sodermanland, SE",2001,9999,0.484457,0.561913,0.47836145860679796
Basia Bulat,alternative pop,"London, Ontario, CA",2004,9999,0.483277,0.536062,0.45712144172104013
The Spinto Band,alternative pop,"Wilmington, DE, US",1995,9999,0.489432,0.536299,0.4533264559315618
Plants and Animals,alternative pop,"Montreal, Canada",2003,9999,0.516046,0.539623,0.4389093822877054
Minor Majority,alternative pop,Norway,2001,2011,0.40815,0.530178,0.5018858076392161
Rob Base,alternative pop,"New York, NY, US",1985,2014,0.447758,0.524704,0.47033571296866844
Grand Archives,alternative pop,"Seattle, WA, US",2006,9999,0.398965,0.512026,0.4901270381852816
Staffan Hellstrand,alternative pop,Sweden,1990,9999,0.306461,0.509874,0.48806707758528334
Marit Bergman,alternative pop,"Rättvik, Dalarna, SE",2002,9999,0.40149,0.516122,0.493044474967058
LCMDF,alternative pop,"Helsinki, Finland",2007,9999,0.411008,0.513498,0.4841996437748362
The Broken Family Band,alternative pop,"Cambridge, England, GB",2002,2009,0.440828,0.51578,0.4668024147367477
Darren Hayman,alternative pop,"Brentwood, England, GB",1995,9999,0.449075,0.525203,0.46992180505709025
盧巧音,alternative pop,Hong Kong,1995,9999,0.344751,0.522492,0.5001454153412211
The Osborne Brothers,alternative pop,"Hyden, KY, US",1953,2005,0.432674,0.508169,0.465126150579631
Cotton Jones,alternative pop,"Cumberland, MD",2008,9999,0.413448,0.526775,0.49506300155495386
Taken by Trees,alternative pop,Sweden,2006,9999,0.451079,0.563748,0.5030050141870149
Nate Ruess,alternative pop,"Glendale, AZ",2012,9999,0.557318,0.744393,0.5691658700109399
Róisín Murphy,alternative pop,"Arklow, Ireland",1995,9999,0.666004,0.699633,0.4460453127253416
Markéta Irglová,alternative pop,"Valasske Mezirici, Czech Republic",2006,9999,0.433994,0.578537,0.5285702768290874
Magnus Uggla,alternative pop,"Stockholm, Sweden",1975,9999,0.46826,0.584031,0.5087213689588385
ALO,alternative pop,"San Francisco, CA, US",2000,9999,0.580005,0.574374,0.42391702342758847
Mike + The Mechanics,alternative pop,"London, England",2010,9999,0.543911,0.570314,0.44505312671558483
Cat's Eyes,alternative pop,Canada,2011,9999,0.440425,0.553181,0.5009313155802912
Carmen Consoli,alternative pop,"Catania, Sicily, IT",1995,9999,0.529022,0.550952,0.439632513510201
Pete and the Pirates,alternative pop,"Reading, England, GB",2004,2012,0.426789,0.547168,0.5048986703023847
Television Personalities,alternative pop,"London, England",1978,9999,0.575827,0.543827,0.4040265005271963
Charley Pride,alternative pop,"Sledge, MS",1966,9999,0.470313,0.546307,0.4744879460501555
Tindersticks,alternative pop,"Nottingham, England, GB",1992,9999,0.632254,0.616814,0.417644603097047
Бумбокс,alternative pop,"Kyiv, Ukraine",2004,9999,0.39,0.65426,0.6262777983991092
Ingrid Michaelson,alternative pop,"Staten Island, NY",2002,9999,0.671748,0.621489,0.3920172155289261
Sky Ferreira,alternative pop,"Los Angeles, CA, US",2009,9999,0.601507,0.628435,0.4480512848744886
The Asteroids Galaxy Tour,alternative pop,"Copenhagen, Hovedstaden, DK",2007,9999,0.508148,0.590102,0.4855297201844892
Charlotte Gainsbourg,alternative pop,"Paris, Ile-de-France, FR",1984,9999,0.595397,0.58933,0.42436951886038204
The Dodos,alternative pop,"San Francisco, CA",2005,9999,0.59834,0.590182,0.4229575959054888
Justin Hayward,alternative pop,"Swindon, England, GB",1965,9999,0.483499,0.541404,0.4615309636598759
Pizzicato Five,alternative pop,"Tokyo, Japan",1985,2001,0.524657,0.544673,0.43744077359268235
Eric Turner,alternative pop,"Stockholm, Sweden",2007,9999,0.453425,0.556629,0.49503236221878044
Max Raabe & Palast Orchester,alternative pop,"Berlin, Germany",1986,9999,0.413257,0.553308,0.520134713600187
The Perishers,alternative pop,"Umeå, Vasterbotten, SE",1997,2010,0.47798,0.552202,0.4744396662095359
Olle Ljungström,alternative pop,Sweden,1977,9999,0.416856,0.55414,0.5183547833578145
Lykke Li,alternative pop,"Stockholm, Sweden ",2007,9999,0.680468,0.813377,0.5046704304765506
Morrissey,alternative pop,"Davyhulme, UK",1988,9999,0.781238,0.638168,0.3170837349457292
Keane,alternative pop,"Battle, England, GB",1995,2013,0.701369,0.739532,0.4404539472773464
Son Lux,alternative pop,"New York, NY",2008,9999,0.554196,0.716911,0.5507803140817146
The Coronas,alternative pop,"Terenure, Ireland",2003,9999,0.479518,0.674091,0.5779023644541462
Marina and The Diamonds,alternative pop,"Abergavenny, Wales, GB",2005,9999,0.629847,0.689679,0.4689200232596275
Suede,alternative pop,"London, UK",2010,9999,0.678019,0.673952,0.42011595028696913
SoKo,alternative pop,"Bordeaux, France",2002,9999,0.505519,0.682698,0.563864598504493
Lenka,alternative pop,"New South Wales, AU",2008,9999,0.611988,0.632808,0.4434366127761782
The Heavy Circles,alternative pop,"New York, NY, US",2008,9999,0.28973,0.307085,0.29395120857364115
Banket,alternative pop,"Bratislava, Bratislavsky, SK",1984,1991,0.27761,0.310522,0.29724121070291354
Jascha Richter,alternative pop,Denmark,2000,2000,0.287885,0.377221,0.3610875453029535
Warwick Avenue,alternative pop,"London, England, GB",2000,2010,0.338109,0.365471,0.3498400838485019
Cara Beth Satalino,alternative pop,"Athens,Greece",2004,9999,0.316014,0.364754,0.1690922181690089
miLù,alternative pop,"Berlin, Berlin, DE",9999,9999,0.255957,0.331005,0.3168481684026185
Chris Bryan,alternative pop,"Chicago, IL, US",9999,9999,0.273226,0.332845,0.3186094730048475
Алексей Кортнев,alternative pop,none,9999,9999,0.25664,0.324374,0.3105007712192594
Righteous Boy,alternative pop,Sweden,2000,2010,0.264013,0.329011,0.314939450263029
Plastic Palace Alice,alternative pop,none,9999,9999,0.26966,0.293455,0.2809041532864773
Mighty Six Ninety,alternative pop,"Los Angeles, CA, US",2000,2010,0.275921,0.308423,0.2952319833333055
Pulsars,alternative pop,"Land, Land, CA, US",1990,2000,0.270379,0.300752,0.28788906615738225
Wild Pumpkins at Midnight,alternative pop,"Hobart, Tasmania, AU",1984,1998,0.238006,0.2864,0.27415089025999584
Idol Rich,alternative pop,"Cardiff, Wales, GB",1982,1985,0.22708,0.282722,0.27063019551706197
Liz Tormes,alternative pop,"New York, NY, US",9999,9999,0.276913,0.274403,0.2626669928073102
Silverene,alternative pop,"Antwerp, Antwerp, BE",2000,2010,0.290106,0.275006,0.26324420295684503
Matt Handley,alternative pop,"State Center, IA, US",9999,9999,0.228231,0.294181,0.2815991028197481
Tereskova,alternative pop,"Budapest, Hungary",1989,9999,0.236698,0.301751,0.2888453396887012
Matt Bruno,alternative pop,South Africa,9999,9999,0.184484,0.286656,0.2743959413350886
Seymore Saves the World,alternative pop,"Minneapolis, MN, US",9999,9999,0.31125,0.317136,0.3035723349633172
The Duplo,alternative pop,,9999,9999,0.202329,0.320696,0.3069800764763255
Peter Jobson,alternative pop,Manchester England,1999,9999,0.198667,0.094239,0.03642462617531875
Colone,alternative pop,"Zwolle, Overyssel, NL",9999,9999,0.248558,0.307397,0.29424986457141045
BooSen,alternative pop,"New Mexico, US",9999,9999,0.103201,0.307136,0.2940000273425073
Ertuğ Ergin,alternative pop,none,9999,9999,0.246949,0.30616,0.2930657701187162
Pizzicato 5,alternative pop,Tokyo Japan,1985,2001,0.265062,0.312508,0.0
The Yule Logs,alternative pop,none,9999,9999,0.276192,0.310678,0.29739053870179816
PixlCrushr,alternative pop,"Milwaukee, WI",9999,9999,0.258716,0.310701,0.297412555009326
Juviley,alternative pop,"Brooklyn, NY",9999,9999,0.264477,0.310723,0.29743361408609187
"Hello Astronaut, Goodby Television",alternative pop,"Los Angeles, CA, US",9999,9999,0.253404,0.31104,0.29773705623767144
Howie,alternative pop,"Un', Sverdlovsk Oblast, RU",9999,9999,0.266091,0.307182,0.29404405995756305
Glez,alternative pop,"Malaga, Andalusia, ES",9999,9999,0.178031,0.304867,0.15196473455483953
Ertuğ,alternative pop,"Istanbul,Turkey",9999,9999,0.311711,0.309273,0.2960456294810744
Headlight,alternative pop,"Champaign, IL, US",2004,2012,0.330802,0.309374,0.2961423097880445
Made In Mind,alternative pop,"Luzern, Canton of Lucerne, CH",9999,9999,0.245648,0.308848,0.29563880640719
Ece Anlı,alternative pop,"Istanbul, Istanbul, TR",9999,9999,0.162174,0.306376,0.29327253196332576
Renegade Android,alternative pop,USA,9999,9999,0.295509,0.303617,0.29063153229074434
Elly K,alternative pop,"Los Angeles, CA, US",2004,9999,0.299921,0.252072,0.27321471857468066
The Energies,alternative pop,"London, England, GB",2006,9999,0.241512,0.242274,0.23191212565241004
Super Car,alternative pop,"Aomori, Japan",1995,2005,0.276796,0.243754,0.12203024590799975
Semi-Gloss,alternative pop,"New York, NY, US",1990,2000,0.249055,0.244792,0.14741666555169672
Mike Scott & The Waterboys,alternative pop,none,2000,9999,0.134366,0.238588,0.10280281483009342
Trashmonk,alternative pop,United Kingdom,1990,2000,0.245136,0.242054,0.09457226768546029
I Love Sarah,alternative pop,none,9999,9999,0.27528,0.238443,0.1579435907902411
FLC,alternative pop,"Fly, OH, US",1993,9999,0.30893,0.239071,0.22884611552146464
Faris Badwan,alternative pop,Leamington Spa Rugby England,2005,9999,0.334149,0.239562,0.10237884957909586
Au Revoire Simone,alternative pop,"Brooklyn NY, United States",2003,9999,0.110686,0.241457,0.020475261187839648
Quallofill,alternative pop,none,2003,9999,0.254556,0.241139,0.166770267596788
La 5ta Estacion,alternative pop,"Madrid, Madrid, ES",2001,2010,0.370575,0.251484,0.24072822097117597
Scott Valentine Presents,alternative pop,none,9999,9999,0.276657,0.250878,0.11568227830600339
Nadine Zahr,alternative pop,"Los Angeles, CA, US",2000,2010,0.217463,0.254276,0.24340080925890611
The Serenes,alternative pop,Joure Friesland The Netherlands 25px,1988,1994,0.257222,0.253283,0.20290524902412235
Kalait,alternative pop,none,9999,9999,0.141421,0.252936,0.24211812003771757
dr.no,alternative pop,"Warsaw,Poland",2000,9999,0.339487,0.251286,0.15426484731282414
Archive Of Everything,alternative pop,London,9999,9999,0.251908,0.259961,0.24884266614133654
Small Orange Relationship,alternative pop,"Minneapolis, MN",9999,9999,0.163463,0.263592,0.2523183710384526
Calexo,alternative pop,"Bad Bentheim, Lower Saxony, DE",1996,9999,0.202309,0.255683,0.24474763294115404
The Adored,alternative pop,"Los Angeles, CA, US",2003,9999,0.362281,0.255775,0.2448356981712655
The Consonant C,alternative pop,"Calgary Alberta, Canada",2005,9999,0.26354,0.258267,0.24722111723037138
Nakanomori Band,alternative pop,none,9999,9999,0.256566,0.256976,0.14617021527002672
National Divide,alternative pop,"Edmonton, Alberta, CA",9999,9999,0.231013,0.260748,0.24959600675109428
Krystov,alternative pop,"Connecticut, US",1995,9999,0.238791,0.262674,0.25143963319886226
Sara Lynn,alternative pop,"Ontario, CA",9999,9999,0.304255,0.260952,0.24979128182655883
Shibuya Crossings,alternative pop,"London, England, GB",2000,2010,0.317683,0.261182,0.25001144490183747
Adrian Solo,alternative pop,"Basel, Canton of Basel-City, CH",1992,9999,0.299389,0.260235,0.1053005807543506
Hot Liquid Sex,alternative pop,"Brisbane, Queensland, AU",9999,9999,0.1738,0.261045,0.24988030428743235
Kevin Brawley,alternative pop,"North Carolina, US",9999,9999,0.285795,0.253752,0.24289922033957564
Sounds of Sulphur,alternative pop,none,9999,9999,0.023166,0.25399,0.24312704126095094
Phebus,alternative pop,none,9999,9999,0.09495,0.263465,0.25219680273166833
Evany Cloud,alternative pop,"Clovis, CA, US",9999,9999,0.195814,0.263186,0.2519297353490477
Melonmoon,alternative pop,"Biel Bienne, Canton of Berne, CH",9999,9999,0.23658,0.263163,0.2519077190415199
B4U,alternative pop,"Texas, US",2001,2009,0.232658,0.263144,0.2518895316570403
Victor Frank,alternative pop,"Araguaina, Brazil",9999,9999,0.171032,0.263691,0.25241313688389866
Poptart Monkeys,alternative pop,"Jacksonville Beach, FL, US",2000,2010,0.202399,0.263726,0.2524466399605715
Dimbleby & Capper,alternative pop,"Rugby West Midlands, England",2008,9999,0.208224,0.263093,0.2518407128881742
Keely Valentine,alternative pop,none,9999,9999,0.235141,0.216765,0.20749412614248608
Steven Patrick Morrissey,alternative pop,"San Antonio, TX, US",1977,9999,0.361224,0.21193,0.06363151920944835
Bamboo Industry,alternative pop,none,9999,9999,0.208772,0.211594,0.09635510323177571
Pigeonhead,alternative pop,"Loveland,Colorado,United States",9999,9999,0.101686,0.237051,0.01525262684128607
Aleksandras Makejevas,alternative pop,none,9999,9999,0.276993,0.219133,0.22279162272457326
Of The Red Sea,alternative pop,"Sydney / Newcastle, Australia",2007,9999,0.272302,0.206375,0.08504847425257012
"Areski, Brigitte Fontaine",alternative pop,none,9999,9999,0.07783,0.221524,0.2120495873392295
Anonimix,alternative pop,"Catania, Sicily, IT",1999,9999,0.277135,0.218659,0.20930712120586745
Liebeharts,alternative pop,none,9999,9999,0.134292,0.259877,0.24876225875732177
The Dolans,alternative pop,"Montreal, Quebec, CA",9999,9999,0.263828,0.260075,0.24895179044821378
Lou Black,alternative pop,"Arlington, VA, US",1901,1965,0.202938,0.261048,0.2498831759797186
Adeline Fargier,alternative pop,none,9999,9999,0.131631,0.174445,0.03151119394063551
Death to Sexy,alternative pop,"Ontario, CA",9999,9999,0.285049,0.162888,0.1559214043738485
Sweet Soul Revue,alternative pop,Tokyo Japan,1985,2001,0.243646,0.16553,0.15845040804726648
Sleep the Season,alternative pop,Welland Ontario Canada,2005,2009,0.272041,0.169501,0.06003842125093881
Mateřídouška,alternative pop,none,9999,9999,0.146498,0.182184,0.02614085756583464
Hangin Freud,alternative pop,"London, England, GB",9999,9999,0.218082,0.166401,0.03804476465787105
Gina & Los Flit,alternative pop,none,9999,9999,0.114239,0.121606,0.11640500405362102
Union Kid,alternative pop,none,9999,9999,0.062709,0.136636,0.006592760348326414
"Hello Astronaut, Goodbye Television",alternative pop,none,9999,9999,0.177079,0.130725,0.04507894428703383
Walter Moers & Thomas Pigor,alternative pop,none,9999,9999,0.079001,0.129462,0.01013395650360924
"X-ecutioners, The",alternative pop,"Brooklyn,Canada",9999,9999,0.156425,0.128756,0.12324920400250011
Sheila Kirsten Hughes,alternative pop,"Tampa, FL, US",9999,9999,0.244138,0.122156,0.023307422123728345
Aggelikh Hliadh,alternative pop,none,9999,9999,0.070805,0.11145,0.008052954079503714
The Camilo Project,alternative pop,"Boston, MA, US",9999,9999,0.230048,0.118294,0.11323465576960877
Heather Grody,alternative pop,New York City United States,1991,1998,0.195612,0.114552,0.04239205871092531
The Eastbeats,alternative pop,"Sydney, Australia",1964,1969,0.123934,0.11561,0.0
Robo Roth,alternative pop,none,9999,9999,0.180186,0.110129,0.020663459861789267
C7inch,alternative pop,"Luzern, Canton of Lucerne, CH",9999,9999,0.117197,0.116981,0.04474220222093891
Nekkobello,alternative pop,none,9999,9999,0.139826,0.118068,0.030155966849474403
Sweet Irene,alternative pop,"Charlotte,North Carolina,United States",9999,9999,0.200002,0.181245,0.064663072959793
Ralf Stanley,alternative pop,none,9999,9999,0.150315,0.105253,0.0
Sensation Smith,alternative pop,Essex,9999,9999,0.17212,0.110169,0.10545715582770072
Wrong Animal,alternative pop,"London,England",9999,9999,0.206842,0.113467,0.0
The Blue Up?,alternative pop,"Leskovac,Serbia",1986,9999,0.258723,0.18965,0.18153881402865998
Ragatmika,alternative pop,none,9999,9999,0.084358,0.193406,0.013416069397270053
Gnals Barkley,alternative pop,,2003,9999,0.132099,0.190071,0.059337735725630225
Monorev,alternative pop,none,2006,9999,0.276798,0.189071,0.0874643560805763
The Budgies,alternative pop,Wrexham.,9999,9999,0.241039,0.195534,0.08367035820656757
Die Stern,alternative pop,Germany,1992,9999,0.06647,0.181491,0.006748919628947218
이석원,alternative pop,none,9999,9999,0.139145,0.195227,0.029424969734021592
Raphael [France],alternative pop,Urbino Marche Italy,9999,9999,0.186842,0.135466,0.04076398170328533
Greg Stevenson,alternative pop,none,9999,9999,0.19866,0.123223,0.11795284619590597
Andreas Johnsson,alternative pop,"Malmö, Sweden",1993,9999,0.082288,0.104497,0.010377025096085927
Claire Cameron,alternative pop,"Leeds, England, GB",9999,9999,0.306743,0.191465,0.18327618786183697
The Arquettes,alternative pop,"Wilmington, DE, US",9999,9999,0.204994,0.178582,0.05521606110374665
Fuo,alternative pop,"Hamburg, Hamburg, DE",2006,9999,0.250628,0.180983,0.0984554686809803
Riff Random,alternative pop,"Melbourne, Victoria, AU",9999,9999,0.21259,0.199934,0.029541832115089216
Funboy Three,alternative pop,none,9999,9999,0.157261,0.214364,0.08518961622770575
Elisabeth Fraser,alternative pop,"Brooklyn, New York, U.S.  ",1941,1980,0.265343,0.210495,0.12119482465859358
The Koreans,alternative pop,London England,1998,2004,0.288683,0.209913,0.2009351809607071
Chris Blake,alternative pop,"Los Angeles, CA, US",9999,9999,0.288153,0.205518,0.19672815176136116
Calling Wendy,alternative pop,"Toronto, Ontario, CA",2007,2011,0.291315,0.213044,0.2039322704767827
Durwood Douche,alternative pop,none,9999,9999,0.086551,0.222322,0.010507179400907875
Убик,alternative pop,none,1998,9999,0.115197,0.221639,0.011971950431517503
Alexis Foxe,alternative pop,"New York, NY",9999,9999,0.30107,0.212037,0.1717831354103215
Román,alternative pop,"Barcelona, Catalonia, ES",1990,2000,0.231465,0.203486,0.19478305885281258
Neil Casal,alternative pop,none,9999,9999,0.15392,0.097513,0.0
The Mavi's,alternative pop,none,9999,9999,0.14633,0.102847,0.03293349394317177
whispertrip,alternative pop,"Santa Barbara,California,United States",9999,9999,0.210735,0.096994,0.09284564053728364
Cara Satalino,alternative pop,none,9999,9999,0.043822,0.102676,0.0
Catonia,alternative pop,none,9999,9999,0.055444,0.099684,0.004672806126791903
